,ward,gender,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
521,aoba,f,水の森１丁目,4,0,1,3,1,2,0,1,3,1,6,3,4,2,2,3,6,3,2,3,3,4,7,6,5,4,3,8,4,8,8,4,5,4,4,2,6,12,6,1,5,4,2,6,5,6,6,9,6,12,4,12,3,4,3,5,9,8,4,5,3,5,6,5,6,2,9,4,5,5,6,9,11,3,4,5,4,7,5,5,3,5,4,10,5,7,9,8,6,5,7,5,4,0,1,1,1,0,1,0,0,9,7,17,17,25,27,25,27,22,39,26,31,25,25,33,26,27,35,20
522,aoba,f,水の森２丁目,5,3,2,4,3,0,4,4,6,5,5,4,2,6,3,8,2,6,3,4,5,7,1,3,3,4,3,2,7,4,2,3,7,6,10,6,7,9,8,3,7,7,8,6,4,6,11,12,4,11,2,2,7,4,2,6,2,2,8,5,7,6,8,8,10,6,1,4,18,6,16,6,4,11,8,10,6,10,9,8,5,7,4,6,7,11,4,5,6,5,6,7,6,0,3,2,0,3,0,1,1,17,19,20,23,19,20,28,33,32,44,17,23,39,35,45,43,29,31,29
523,aoba,f,水の森３丁目,3,8,5,3,5,7,3,7,6,5,8,9,8,5,4,4,6,1,3,4,6,4,8,8,7,6,9,3,9,3,5,4,11,8,9,10,7,14,7,11,9,10,7,17,11,5,5,9,13,11,13,10,10,10,12,11,11,14,16,9,16,11,9,7,12,12,13,12,16,16,15,6,11,9,11,7,9,16,7,14,12,9,13,14,14,17,11,12,11,17,5,4,7,1,3,2,1,2,3,2,2,24,28,34,18,33,30,37,49,54,43,55,61,55,69,52,53,62,68,32
524,aoba,f,水の森４丁目,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,2,1,2,2,0,1,0
525,aoba,f,南吉成１丁目,2,0,2,1,5,0,5,3,1,5,1,2,1,1,2,0,1,2,1,3,1,1,5,5,2,5,3,3,4,3,2,1,4,1,7,1,5,2,9,3,5,4,1,2,1,6,2,7,5,3,2,8,2,3,3,4,10,5,5,3,5,1,6,6,6,10,12,11,12,5,8,9,8,3,4,4,2,0,6,3,2,1,2,2,1,1,0,1,1,1,1,3,0,0,3,1,1,0,0,0,0,10,14,7,7,14,18,15,20,13,23,18,27,24,50,32,15,8,4,9
526,aoba,f,南吉成２丁目,3,2,4,4,1,2,4,2,3,7,4,5,4,1,4,4,3,5,2,3,4,3,6,2,6,2,2,0,2,6,2,4,4,0,1,9,2,6,5,9,9,6,2,5,6,2,9,4,6,5,7,7,6,6,7,5,5,2,7,5,7,6,9,10,8,5,16,5,3,8,6,6,8,4,2,5,3,2,2,3,4,3,1,2,1,2,0,5,0,1,4,0,0,1,2,1,0,1,0,0,0,14,18,18,17,21,12,11,31,28,26,33,24,40,37,26,15,11,8,9
527,aoba,f,南吉成３丁目,3,2,3,2,1,1,3,4,1,2,5,0,4,0,1,1,3,6,1,1,2,3,1,2,2,1,1,3,1,4,3,1,2,9,4,4,4,2,1,4,0,5,1,1,1,3,4,6,0,2,5,1,2,3,3,2,3,6,5,3,4,4,1,4,2,4,2,2,2,3,1,2,4,3,3,4,0,2,0,2,1,2,3,0,3,6,3,2,1,3,3,1,2,0,0,0,0,1,0,0,0,11,11,10,12,10,10,19,15,8,15,14,19,15,13,13,8,9,15,7
528,aoba,f,南吉成４丁目,0,1,2,1,1,2,1,2,2,1,1,1,1,1,4,2,3,5,6,1,2,5,2,5,3,3,0,2,4,3,4,4,5,1,2,2,3,3,3,2,1,3,5,3,2,2,7,3,2,6,4,2,2,2,6,5,8,7,7,4,7,8,12,9,8,5,7,5,2,5,5,6,4,4,3,3,2,2,1,1,1,3,0,2,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,5,8,8,17,17,12,16,13,14,20,16,31,44,24,22,9,7,8,2
529,aoba,f,南吉成５丁目,3,3,2,0,2,3,4,5,4,2,4,3,4,2,4,5,3,6,4,4,3,9,2,3,2,2,4,6,1,3,4,9,3,1,4,3,5,2,2,6,1,7,8,4,6,6,3,3,11,9,2,3,8,4,2,7,9,3,4,7,0,6,4,5,3,9,1,3,1,1,3,1,1,2,1,3,0,1,2,1,1,0,0,1,2,2,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,10,18,17,22,19,16,21,18,26,32,19,30,18,15,8,7,4,7,3
530,aoba,f,南吉成６丁目,0,0,1,0,1,4,3,2,3,1,3,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2,0,2,0,2,5,2,1,3,1,2,2,3,0,3,3,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0,5,4,5,1,2,6,3,6,2,6,2,5,4,2,1,3,0,0,1,2,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,13,4,3,3,6,12,10,6,1,4,15,19,19,5,6,3,3,2
531,aoba,f,南吉成７丁目,1,1,0,2,0,4,1,6,3,2,3,1,3,4,2,2,3,3,1,2,2,3,2,6,4,3,3,1,3,3,1,4,2,1,0,2,2,3,5,1,7,5,5,5,6,2,3,3,5,2,4,3,1,0,2,3,2,2,0,1,2,1,4,3,1,2,1,0,1,2,2,3,1,1,2,1,5,3,3,4,9,0,3,5,5,7,4,5,12,8,9,6,5,5,4,9,2,2,5,1,1,4,16,13,11,17,13,8,13,28,15,10,8,11,6,9,16,22,36,49
532,aoba,f,みやぎ台１丁目,1,2,2,5,5,2,2,2,0,5,2,3,3,2,2,2,0,1,6,5,2,2,3,1,3,3,8,3,1,1,4,2,5,4,5,7,7,1,9,7,8,2,6,6,5,7,4,7,6,2,5,8,4,5,6,3,4,7,1,1,7,3,10,8,8,10,10,11,9,14,13,9,14,7,7,4,6,4,7,9,4,1,4,0,4,2,2,3,1,1,0,4,3,0,1,1,0,0,0,0,1,15,11,12,14,11,16,20,31,27,26,28,16,36,54,50,30,13,9,10
533,aoba,f,みやぎ台２丁目,4,7,2,5,9,1,6,8,2,6,3,1,0,0,2,4,4,4,7,1,3,3,5,4,4,4,6,4,4,6,5,5,7,8,7,9,4,5,10,5,5,8,4,9,6,6,6,5,8,5,6,9,10,4,6,10,5,11,6,8,7,7,16,7,8,4,14,12,7,14,12,14,19,10,6,9,12,10,7,7,3,4,6,5,9,3,7,3,2,2,3,1,0,1,0,1,0,0,0,1,1,27,23,6,20,19,24,32,33,32,30,35,40,45,51,61,45,27,17,8
534,aoba,f,みやぎ台３丁目,4,5,2,5,3,3,5,4,4,5,4,2,3,5,6,5,3,5,4,11,3,5,4,1,5,6,1,8,4,10,5,8,4,10,8,6,8,4,10,7,8,4,15,10,6,12,11,7,6,3,10,6,4,10,13,8,2,5,8,5,6,10,8,5,12,7,16,14,8,17,17,12,17,6,10,4,15,11,8,7,4,7,1,2,1,2,6,3,2,5,2,2,2,1,3,0,0,2,1,0,0,19,21,20,28,18,29,35,35,43,39,43,28,41,62,62,45,15,18,13
535,aoba,f,みやぎ台４丁目,3,1,2,3,3,2,1,2,1,2,0,0,5,3,2,5,5,2,3,2,1,1,1,4,3,1,6,3,0,3,4,10,5,7,4,3,3,4,3,5,7,4,13,1,5,10,10,2,6,8,8,3,1,7,6,5,2,4,0,4,6,5,6,6,8,12,13,19,15,8,10,13,7,7,3,6,9,8,5,5,3,1,1,1,1,4,1,1,1,0,1,8,0,0,0,1,1,1,0,0,0,12,8,10,17,10,13,30,18,30,36,25,15,31,67,40,33,7,7,12
536,aoba,f,みやぎ台５丁目,1,2,2,3,0,4,8,2,3,3,1,5,0,5,2,1,2,2,1,3,3,0,1,1,1,2,4,1,4,2,4,4,3,3,3,3,5,5,4,7,4,3,2,3,9,2,5,7,7,3,1,3,6,2,2,5,3,5,6,5,3,3,3,9,7,5,4,7,15,10,4,10,7,3,4,6,5,7,2,4,3,1,0,3,2,0,4,1,0,0,1,0,1,0,0,1,0,1,0,0,1,8,20,13,9,6,13,17,24,21,24,14,24,25,41,28,24,9,5,5
537,aoba,f,宮町１丁目,5,7,5,3,7,3,4,4,6,6,8,7,4,5,3,2,5,1,12,8,15,24,18,13,17,22,14,23,20,10,22,16,16,14,15,16,13,11,13,10,16,22,16,14,7,17,10,11,18,12,10,8,7,9,7,6,11,6,7,11,9,7,6,3,8,8,4,4,7,7,13,9,11,4,5,2,6,11,1,3,5,3,12,7,9,4,3,0,5,3,6,1,1,4,2,1,1,1,0,1,2,27,23,27,28,87,89,83,63,75,68,41,41,33,30,42,23,36,15,20
538,aoba,f,宮町２丁目,7,9,0,3,3,1,1,1,3,1,2,0,3,2,3,1,0,2,2,9,9,15,20,17,7,21,7,19,12,10,16,14,12,13,15,11,5,14,4,11,10,4,11,4,3,7,3,6,6,8,6,1,6,4,3,4,6,4,5,8,3,7,5,2,2,7,1,3,5,5,4,4,5,3,0,2,2,6,0,2,2,2,4,2,1,4,2,1,0,2,0,1,2,1,2,1,0,1,0,0,0,22,7,10,14,68,69,70,45,32,30,20,27,19,21,16,12,11,9,8
539,aoba,f,宮町３丁目,4,1,2,4,8,7,10,5,3,6,8,6,6,8,4,3,1,4,3,6,11,7,10,5,7,12,5,10,7,9,13,12,10,14,8,4,7,14,11,13,10,15,12,13,18,8,15,10,8,9,6,7,9,16,11,12,6,6,8,3,5,1,11,4,6,3,7,4,8,3,3,4,9,4,10,6,10,9,4,3,3,6,7,3,5,2,6,2,1,8,0,3,3,0,2,1,0,0,0,1,0,19,31,32,17,40,43,57,49,68,50,49,35,27,25,30,32,24,19,10
540,aoba,f,宮町４丁目,7,3,5,3,3,2,0,3,3,1,2,5,5,0,3,3,5,4,9,11,14,10,13,15,12,19,12,24,14,17,11,19,15,6,9,9,9,14,11,17,15,8,12,7,12,7,4,12,9,9,15,9,7,14,3,5,6,8,7,5,5,9,10,4,5,6,12,10,11,12,6,7,8,4,5,5,6,6,6,10,5,5,5,5,2,10,2,4,9,5,3,3,2,2,2,1,2,2,0,0,1,21,9,15,32,64,86,60,60,54,41,48,31,33,51,30,33,22,30,18
541,aoba,f,宮町５丁目,10,3,5,4,4,7,8,6,4,8,4,7,5,6,3,3,2,4,7,9,3,10,10,7,5,18,11,13,13,9,5,10,16,17,14,8,10,6,14,13,14,5,8,8,8,8,10,16,9,9,10,8,8,20,8,15,10,10,6,8,7,9,8,7,6,6,8,7,8,6,9,10,9,10,2,1,4,1,3,3,3,1,2,3,4,3,1,3,2,6,1,1,4,0,0,1,1,1,1,1,0,26,33,25,25,35,64,62,51,43,52,54,49,37,35,40,12,13,15,11
542,aoba,f,向田,0,1,4,2,1,1,1,2,2,2,1,3,2,3,1,2,1,1,1,0,1,1,2,1,2,1,2,3,1,2,4,3,3,4,2,1,1,2,1,3,1,1,5,4,4,2,2,4,2,1,5,2,2,5,4,3,5,4,4,5,3,1,5,4,3,5,6,4,3,4,5,5,6,10,2,3,7,4,6,2,4,3,4,1,2,4,0,1,2,1,2,0,0,0,1,0,0,3,0,0,0,8,8,10,5,7,9,16,8,15,11,18,21,16,22,28,22,14,8,6
543,aoba,f,茂庭,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,3,0,1,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,2,1,2,1,2,3,1,0,7,0,5,3,4,1,1
544,aoba,f,山手町,4,8,6,12,4,9,4,8,6,7,4,6,3,6,4,11,3,10,12,17,21,29,19,29,24,15,15,11,15,13,16,11,14,12,18,10,12,17,11,20,8,12,10,24,14,17,21,22,18,13,29,27,15,13,15,23,17,25,20,11,17,19,24,20,14,17,13,20,17,23,19,15,18,15,16,7,16,11,12,13,10,10,5,10,5,11,5,6,2,3,5,2,4,5,1,0,1,0,0,0,0,34,34,23,53,122,69,71,70,68,91,99,96,94,90,83,59,40,27,18
545,aoba,f,吉成１丁目,3,4,6,1,6,4,4,5,4,4,0,5,6,9,4,3,2,4,4,3,5,6,3,2,5,1,1,2,2,4,3,8,8,9,5,9,4,15,5,4,7,8,7,5,8,8,6,7,12,7,1,5,8,6,5,6,5,5,4,11,3,2,9,5,8,3,5,7,10,12,12,8,22,8,2,10,10,6,9,8,5,4,7,3,0,3,3,4,1,2,1,3,1,0,1,0,1,0,2,0,0,20,21,24,16,21,10,33,37,35,40,25,31,27,37,52,43,19,13,9
546,aoba,f,吉成２丁目,3,2,4,1,1,2,1,4,3,3,4,3,5,3,0,4,2,2,6,6,2,5,1,2,2,5,2,3,3,3,2,1,4,0,2,8,4,5,3,3,1,4,5,6,6,6,5,8,2,5,8,3,4,7,8,5,5,3,5,6,6,9,4,2,7,6,11,7,4,10,6,13,14,10,8,5,9,7,4,7,8,3,2,7,5,2,5,3,1,2,1,0,0,1,1,1,0,0,1,0,0,11,13,15,20,12,16,9,23,22,26,30,24,28,38,51,32,25,13,5
547,aoba,f,吉成３丁目,1,2,1,2,1,3,3,3,2,4,5,1,6,3,4,3,2,6,2,1,4,4,4,2,0,2,1,2,1,4,2,1,4,5,4,5,2,4,5,7,5,8,8,5,7,2,4,5,9,5,6,10,3,2,3,4,1,2,5,3,1,2,11,6,1,2,9,6,9,15,5,5,17,4,5,9,6,13,8,3,7,3,6,1,4,4,2,2,1,2,1,1,1,0,0,2,1,0,0,0,2,7,15,19,14,14,10,16,23,33,25,24,15,21,41,36,39,21,11,8
548,aoba,f,吉成台１丁目,0,0,0,1,0,3,0,1,0,1,0,1,2,0,2,2,0,2,1,1,0,0,1,1,0,0,1,2,2,2,3,0,4,0,2,2,2,0,3,2,3,2,0,3,4,2,1,3,0,2,0,3,0,1,3,1,0,3,2,2,2,3,3,6,1,3,3,1,5,2,1,1,3,1,1,3,0,0,2,1,0,0,2,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,5,5,6,2,7,9,9,12,8,7,8,15,14,7,6,3,2,4
549,aoba,f,吉成台２丁目,3,1,1,2,2,2,4,4,1,1,1,3,2,5,4,1,4,3,5,7,6,2,1,5,1,2,3,0,1,3,4,3,2,0,3,1,2,1,0,3,5,3,2,3,2,4,6,6,3,8,3,4,1,5,4,9,0,5,3,6,4,7,2,1,1,3,7,3,1,1,3,1,0,1,1,1,1,1,3,2,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,12,15,20,15,9,12,7,15,27,17,23,15,15,6,8,1,6,1
550,miyagino,m,安養寺１丁目,5,7,4,7,8,7,3,5,8,9,5,7,8,4,4,6,1,5,6,6,5,7,11,7,10,6,11,13,6,6,11,8,9,10,11,11,10,12,17,16,14,6,10,10,9,11,20,16,11,11,15,13,14,7,19,6,8,11,7,3,6,13,10,8,10,14,12,12,10,9,17,10,8,2,7,9,6,4,5,6,10,4,10,4,6,3,3,1,1,2,2,3,0,1,2,1,0,0,0,0,0,31,32,28,24,40,42,49,66,49,69,68,35,47,57,44,30,34,10,9
551,miyagino,m,安養寺２丁目,3,7,2,4,3,9,6,3,4,7,3,8,4,2,7,5,7,5,6,12,10,8,5,7,5,4,5,11,5,5,8,3,4,8,5,10,11,10,14,13,7,12,8,4,14,9,10,12,15,14,12,9,16,16,6,10,6,5,8,5,7,11,3,16,6,10,5,10,11,11,13,9,8,8,5,3,10,6,5,6,12,11,4,4,2,6,8,5,4,3,0,1,0,0,0,0,0,1,1,0,0,19,29,24,35,35,30,28,58,45,60,59,34,43,47,43,30,33,26,3
552,miyagino,m,安養寺３丁目,0,0,0,2,1,1,0,0,1,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,1,2,1,2,5,0,1,0,2,4,3,0,1,0
553,miyagino,m,銀杏町,7,5,9,4,12,9,5,7,6,3,9,16,11,9,7,8,12,7,10,13,8,28,17,8,20,15,21,26,20,19,12,19,20,16,16,15,19,11,14,16,21,19,14,18,21,18,14,24,24,11,19,15,17,11,11,15,18,24,14,12,16,19,12,12,13,9,11,12,10,11,18,18,16,4,4,10,10,6,4,4,8,3,3,6,4,5,4,3,3,1,1,2,2,3,0,1,0,0,0,0,0,37,30,52,50,81,101,83,75,93,91,73,83,72,53,60,34,24,16,9
554,miyagino,m,出花１丁目,7,3,7,3,6,3,7,6,4,3,7,5,10,6,10,12,9,8,10,7,4,9,7,10,12,10,13,13,11,9,7,7,13,7,7,9,11,9,7,11,12,12,6,11,14,13,12,10,12,11,18,16,11,7,7,12,9,8,11,9,8,7,5,3,5,6,5,6,6,7,12,3,5,3,1,0,2,4,2,1,4,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,26,23,38,46,42,56,41,47,55,58,59,49,28,30,24,9,7,3,1
555,miyagino,m,出花２丁目,5,0,3,4,5,1,1,0,1,0,1,2,1,4,3,2,3,4,7,10,5,2,8,5,5,10,11,6,3,4,3,6,2,7,5,6,9,4,3,3,4,7,12,15,7,10,11,10,11,6,3,4,6,6,7,5,4,2,5,3,6,3,1,4,4,4,5,2,13,1,4,3,10,2,4,3,4,3,2,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,17,3,11,26,25,34,23,25,45,48,26,19,18,25,23,13,4,4,3
556,miyagino,m,出花３丁目,3,4,2,1,5,3,1,4,0,3,5,4,4,3,3,1,4,4,4,3,1,1,3,2,0,4,2,1,0,5,3,2,3,2,4,4,6,4,7,3,4,4,2,2,4,8,4,7,7,4,7,6,7,6,1,5,4,3,1,3,3,2,1,1,1,2,2,3,3,2,1,1,1,3,1,1,2,0,1,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,11,19,16,7,12,14,24,16,30,27,16,8,12,7,5,5,1,1
557,miyagino,m,岩切,85,87,76,61,101,69,68,86,62,81,76,68,71,73,64,68,56,66,58,63,70,64,58,80,69,73,98,96,98,100,89,107,115,97,112,114,95,138,120,95,110,115,136,89,138,117,112,115,111,90,84,97,89,71,71,62,58,69,65,55,79,72,60,63,57,55,62,68,66,74,59,67,99,58,44,46,61,49,55,58,42,39,43,29,26,16,29,18,19,18,18,5,11,6,2,3,1,2,0,1,0,410,366,352,311,341,465,520,562,588,545,412,309,331,325,327,269,179,100,49
558,miyagino,m,岩切１丁目,1,3,1,4,2,0,2,3,1,2,3,1,5,2,2,2,1,2,0,2,1,1,1,2,1,2,3,2,1,3,2,1,4,2,3,1,5,4,4,1,4,3,0,6,4,7,6,4,1,2,2,4,1,2,1,4,1,2,0,6,2,3,3,7,3,3,3,4,4,2,4,4,4,4,1,2,2,5,1,2,1,1,0,1,0,1,4,1,2,0,1,0,0,1,0,0,1,0,0,0,0,11,8,13,7,6,11,12,15,17,20,10,13,18,16,17,12,3,8,3
559,miyagino,m,岩切２丁目,2,3,3,1,0,4,9,7,4,3,3,7,3,8,5,8,5,2,5,6,3,6,10,2,5,5,3,5,3,7,2,10,7,6,12,5,6,4,4,8,5,9,6,7,7,7,8,8,12,5,9,9,7,9,9,4,5,4,8,2,8,4,4,8,5,8,5,5,2,4,6,3,5,3,6,0,5,8,4,7,5,2,2,2,0,1,3,2,1,2,2,0,1,0,0,0,1,1,0,0,0,9,27,26,26,26,23,37,27,34,40,43,23,29,24,23,24,11,9,5
560,miyagino,m,岩切３丁目,1,1,5,8,3,2,7,2,5,5,6,4,3,7,2,6,2,3,5,2,3,4,4,3,4,4,4,1,3,6,6,3,7,8,8,3,11,10,7,10,7,8,6,4,9,7,15,11,10,5,8,7,4,8,1,6,3,5,7,4,7,4,5,3,3,5,4,4,5,6,8,8,10,1,5,5,1,2,5,8,4,2,4,4,3,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,18,21,22,18,18,18,32,41,34,48,28,25,22,24,32,21,17,5,2
561,miyagino,m,岩切分台１丁目,7,7,6,3,6,4,6,5,2,5,9,11,2,6,0,4,3,1,3,4,1,3,1,3,3,1,5,6,3,3,6,8,10,12,6,9,6,7,0,8,8,11,8,6,6,10,11,4,2,4,0,2,3,2,3,4,1,2,1,3,1,1,1,1,0,3,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,28,15,11,18,42,30,39,31,10,11,4,7,2,1,0,3,0
562,miyagino,m,岩切分台２丁目,5,5,1,5,4,5,0,3,6,5,9,5,6,4,2,7,6,2,0,0,2,1,1,3,2,1,4,4,3,4,3,4,5,4,4,3,3,2,3,3,5,4,4,11,4,6,7,10,5,3,3,3,3,2,3,2,1,2,2,1,1,2,1,1,0,1,0,0,2,2,0,3,0,2,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,20,19,26,15,9,16,20,14,28,31,14,8,5,5,6,3,2,4,1
563,miyagino,m,岩切分台３丁目,8,7,7,7,5,8,6,7,5,9,10,13,9,7,10,11,9,10,14,8,2,1,4,3,4,4,8,6,10,14,10,7,9,10,9,8,4,10,7,8,14,9,12,13,15,19,11,11,15,11,10,10,14,6,3,5,9,4,4,1,3,3,7,6,4,2,4,2,2,3,0,3,1,5,1,3,0,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,34,35,49,52,14,42,45,37,63,67,43,23,23,13,10,5,2,3,2
564,miyagino,m,扇町１丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
565,miyagino,m,扇町３丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
566,miyagino,m,扇町５丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
567,miyagino,m,扇町６丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
568,miyagino,m,扇町７丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
569,miyagino,m,大梶,11,7,4,10,5,9,9,11,9,14,9,6,21,14,18,10,14,17,22,13,12,13,14,8,13,14,8,15,16,16,13,11,15,10,19,29,19,7,5,16,15,17,23,21,19,20,20,21,12,20,22,19,23,21,25,24,20,21,27,28,23,20,15,28,25,15,18,27,14,26,29,33,23,13,5,8,14,7,10,7,6,6,4,3,6,2,3,2,3,4,3,1,2,1,2,0,1,1,0,0,0,37,52,68,76,60,69,68,76,95,93,110,120,111,100,103,46,25,14,11
570,miyagino,m,岡田,6,6,5,14,4,8,5,9,3,8,8,8,4,9,7,7,9,4,6,11,10,16,9,9,5,3,6,9,4,7,7,7,7,4,3,13,11,8,8,7,3,9,13,15,13,11,9,12,15,11,14,12,13,9,16,13,14,7,9,16,10,16,12,5,19,13,15,13,19,17,16,13,21,14,6,12,7,10,13,4,4,8,6,7,5,5,2,2,1,1,1,0,2,1,1,1,0,0,0,1,0,35,33,36,37,49,29,28,47,53,58,64,59,62,77,70,46,30,11,7
571,miyagino,m,小田原１丁目,18,30,27,14,20,19,8,16,13,12,13,15,12,11,14,9,5,8,8,8,14,12,15,15,24,25,34,30,31,33,19,39,34,49,27,38,31,29,23,24,33,32,26,30,28,35,17,15,18,21,24,23,17,8,11,13,9,8,14,15,13,11,8,11,11,7,7,6,7,11,5,6,10,7,3,6,2,3,7,1,1,2,1,4,4,0,1,2,0,2,0,1,1,1,1,1,1,0,0,0,0,109,68,65,38,80,153,168,145,149,106,83,59,54,38,31,19,12,5,6
572,miyagino,m,小田原２丁目,6,4,4,6,4,3,2,2,7,3,2,3,4,4,4,1,3,1,3,4,6,8,7,8,13,7,7,8,7,6,10,9,8,6,13,6,9,7,10,4,11,6,6,5,8,12,6,6,9,0,6,6,12,3,1,6,6,6,4,5,6,5,2,2,5,3,3,5,5,2,5,3,2,3,3,3,4,1,4,1,2,6,5,0,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,24,17,17,12,42,35,46,36,36,33,28,27,20,18,16,13,16,5,1
573,miyagino,m,小田原３丁目,3,3,5,3,1,2,3,2,4,2,4,5,6,2,0,1,3,6,5,4,6,6,2,7,7,5,6,5,6,5,7,9,17,8,11,6,6,7,7,9,11,9,8,10,7,9,6,4,9,11,6,10,5,5,13,4,10,6,6,8,5,6,9,6,9,3,10,7,3,5,7,9,7,6,2,6,3,3,3,3,4,2,2,5,1,3,2,0,3,1,1,1,0,1,1,0,0,0,0,0,0,15,13,17,19,28,27,52,35,45,39,39,34,35,28,31,18,14,9,4
